id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,Yearly_availability,host_type
28335031,Manhattan,Chelsea,40.73917,-73.99412,Entire home/apt,154,4,7,0.77,1,0,single
33738412,Manhattan,Hell's Kitchen,40.75823,-73.99066,Entire home/apt,300,3,8,3.33,1,54,single
17508300,Manhattan,West Village,40.73418,-74.00621,Entire home/apt,180,9,0,,1,0,single
560406,Brooklyn,Carroll Gardens,40.68343,-73.99189,Entire home/apt,90,4,1,0.01,1,0,single
7512811,Brooklyn,Williamsburg,40.70884,-73.95742,Private room,80,1,3,0.06,1,0,single
20356797,Queens,Ozone Park,40.67801,-73.8459,Entire home/apt,110,2,51,2.22,1,295,single
35867271,Manhattan,Midtown,40.74801,-73.98592,Entire home/apt,229,3,0,,1,65,single
27836335,Brooklyn,Bushwick,40.69994,-73.93299,Private room,55,2,0,,2,0,casual
16270389,Queens,Elmhurst,40.73812,-73.87547,Entire home/apt,150,1,150,4.82,6,255,professional
20516112,Brooklyn,Williamsburg,40.70994,-73.94867,Private room,89,2,50,2.35,1,246,single
4680299,Manhattan,Washington Heights,40.85658,-73.92656,Private room,70,2,7,0.13,1,0,single
5621141,Manhattan,Chelsea,40.74406,-73.99551,Entire home/apt,230,4,41,0.8,1,236,single
34705589,Manhattan,Greenwich Village,40.72904,-74.00119,Entire home/apt,250,1,0,,1,111,single
21312225,Queens,Jamaica,40.70262,-73.81526,Private room,135,1,1,0.05,18,365,professional
26473544,Brooklyn,Bushwick,40.6914,-73.90675,Private room,75,4,4,0.36,2,364,casual
34485317,Manhattan,Midtown,40.76476,-73.98246,Private room,100,1,0,,6,297,professional
25396834,Brooklyn,Bedford-Stuyvesant,40.68866,-73.92238,Private room,60,2,21,1.71,1,75,single
9458150,Brooklyn,Crown Heights,40.66971,-73.95645,Entire home/apt,105,4,1,0.03,1,0,single
33014,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,3,30,0.28,1,248,single
472376,Brooklyn,Prospect Heights,40.67796,-73.96458,Entire home/apt,115,2,10,0.17,1,0,single
34512123,Brooklyn,Bushwick,40.69958,-73.91979,Private room,50,1,3,1.8,5,62,casual
16310046,Brooklyn,Bushwick,40.70234,-73.92439,Entire home/apt,140,5,3,0.1,1,7,single
14837884,Manhattan,SoHo,40.72179,-73.99795,Private room,49,3,1,0.03,1,0,single
9757875,Queens,Kew Gardens,40.7092,-73.82984,Private room,65,7,8,0.18,4,320,casual
2028625,Manhattan,Harlem,40.82486,-73.93993,Entire home/apt,300,3,0,,1,0,single
25864886,Brooklyn,Williamsburg,40.71479,-73.94916,Entire home/apt,120,14,0,,1,0,single
30577164,Brooklyn,East New York,40.66682,-73.87351,Private room,57,3,1,0.44,13,90,professional
22649836,Queens,Ozone Park,40.68887,-73.8448,Private room,30,1,1,0.06,1,0,single
3005990,Brooklyn,Sunset Park,40.66528,-73.99382,Private room,54,1,4,0.07,1,0,single
36204696,Brooklyn,Bedford-Stuyvesant,40.69567,-73.93431,Private room,45,1,1,1.0,2,362,casual
21520497,Bronx,Morrisania,40.82995,-73.90342,Entire home/apt,50,1,0,,1,0,single
21867598,Manhattan,Financial District,40.70407,-74.00885,Entire home/apt,200,1,13,0.67,1,1,single
15216703,Manhattan,Chinatown,40.71348,-73.99135,Entire home/apt,150,20,38,1.13,1,29,single
18040417,Manhattan,Financial District,40.70732,-74.01451,Private room,105,2,18,0.65,1,95,single
26887521,Manhattan,Harlem,40.81189,-73.94137,Private room,90,2,23,2.09,1,104,single
21440922,Brooklyn,Bushwick,40.70766,-73.92039,Private room,80,1,34,1.74,1,12,single
34040771,Manhattan,Hell's Kitchen,40.76245,-73.99831,Entire home/apt,198,30,0,,1,28,single
1042806,Queens,Flushing,40.75334,-73.81699,Private room,59,1,281,3.7,3,322,casual
13079618,Brooklyn,Fort Greene,40.6904,-73.97285,Entire home/apt,140,3,2,0.05,1,0,single
36388492,Queens,Long Island City,40.75559,-73.94106,Private room,101,1,0,,3,361,casual
25842535,Brooklyn,Williamsburg,40.72021,-73.95949,Entire home/apt,180,2,3,0.29,1,0,single
23606605,Manhattan,West Village,40.73389,-74.00086,Entire home/apt,245,60,12,0.75,1,13,single
2748128,Brooklyn,Bushwick,40.6982,-73.92852,Private room,69,1,159,2.89,4,280,casual
23521858,Brooklyn,Brooklyn Heights,40.69126,-73.99288,Private room,50,10,4,0.25,1,0,single
33373213,Manhattan,East Harlem,40.78593,-73.94292,Entire home/apt,139,2,3,0.89,1,74,single
29560068,Manhattan,Midtown,40.75935,-73.96422,Entire home/apt,135,30,0,,2,341,casual
33715743,Queens,Corona,40.74666,-73.85781,Private room,50,1,6,2.43,2,164,casual
30340057,Queens,Long Island City,40.75853,-73.93227,Private room,50,3,5,0.7,1,0,single
18006977,Manhattan,Nolita,40.72261,-73.99348,Entire home/apt,250,2,5,0.2,1,0,single
20451532,Brooklyn,Greenpoint,40.73547,-73.95495,Private room,55,2,4,0.18,1,0,single
36272851,Manhattan,Kips Bay,40.73929,-73.98183,Private room,135,2,1,1.0,3,41,casual
29005507,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,1.99,2,0,casual
18942358,Brooklyn,Park Slope,40.66723,-73.97607,Entire home/apt,105,10,4,0.2,1,258,single
19635738,Manhattan,Chelsea,40.73978,-73.9963,Shared room,250,1,0,,1,0,single
6180121,Bronx,Concourse,40.82122,-73.92773,Private room,56,2,132,2.61,3,52,casual
22978388,Brooklyn,Sunset Park,40.65907,-73.99849,Private room,150,1,0,,1,90,single
12780993,Manhattan,Washington Heights,40.84205,-73.93716,Entire home/apt,75,5,0,,1,0,single
12196647,Brooklyn,Bedford-Stuyvesant,40.69438,-73.94726,Private room,45,4,0,,1,0,single
19843040,Manhattan,Hell's Kitchen,40.76002,-73.98958,Private room,129,1,97,4.03,3,132,casual
20232745,Bronx,Bronxdale,40.85634,-73.86633,Private room,45,2,21,0.91,1,280,single
11673282,Manhattan,Upper East Side,40.77688,-73.95505,Entire home/apt,250,30,1,0.04,96,333,professional
25209144,Manhattan,Harlem,40.825,-73.95181,Private room,90,3,2,0.16,1,0,single
35945025,Brooklyn,Bushwick,40.70281,-73.93188,Entire home/apt,249,2,1,1.0,1,17,single
30937750,Manhattan,Murray Hill,40.74846,-73.97448,Entire home/apt,241,2,4,1.3,327,130,professional
16325588,Manhattan,Chinatown,40.71704,-73.99081,Private room,130,2,2,0.06,1,0,single
12774885,Bronx,Wakefield,40.88871,-73.86175,Private room,40,1,151,4.01,1,338,single
34902183,Manhattan,Harlem,40.81982,-73.94481,Entire home/apt,93,30,0,,1,325,single
36000864,Brooklyn,Park Slope,40.67091,-73.97479,Entire home/apt,168,5,0,,1,23,single
12698900,Brooklyn,Williamsburg,40.71694,-73.95628,Private room,89,1,148,3.81,1,303,single
10885211,Manhattan,Midtown,40.75598,-73.96664,Entire home/apt,135,3,4,0.13,1,0,single
33072533,Brooklyn,Williamsburg,40.71719,-73.94795,Entire home/apt,300,3,2,0.98,1,59,single
13410276,Manhattan,Upper West Side,40.78378,-73.97845,Private room,85,2,4,0.11,1,0,single
20587853,Manhattan,Financial District,40.70949,-74.01438,Entire home/apt,250,30,22,1.0,1,81,single
12702755,Manhattan,Lower East Side,40.71187,-73.98878,Shared room,35,14,0,,28,318,professional
26033190,Brooklyn,Williamsburg,40.71988,-73.94239,Entire home/apt,149,4,0,,1,0,single
10615883,Brooklyn,Bedford-Stuyvesant,40.69506,-73.95019,Entire home/apt,145,3,41,1.0,1,0,single
11959854,Bronx,Morris Heights,40.8522,-73.91014,Private room,26,3,21,0.64,2,127,casual
23913344,Brooklyn,Boerum Hill,40.68782,-73.99111,Entire home/apt,300,7,1,0.16,3,224,casual
6975129,Brooklyn,Clinton Hill,40.68409,-73.96531,Private room,50,1,1,0.02,1,0,single
15895829,Manhattan,West Village,40.73278,-74.00053,Entire home/apt,125,7,12,0.38,1,0,single
34972213,Brooklyn,Williamsburg,40.70671,-73.94774,Private room,79,1,6,6.0,4,0,casual
17905460,Brooklyn,Bushwick,40.69107,-73.91134,Private room,65,2,4,0.15,2,0,casual
272706,Brooklyn,Fort Greene,40.69135,-73.97321,Entire home/apt,88,5,7,0.08,1,0,single
8506757,Brooklyn,Brooklyn Heights,40.69472,-73.99856,Entire home/apt,195,5,94,2.04,1,26,single
18159825,Queens,Ditmars Steinway,40.77412,-73.9061,Entire home/apt,99,1,81,2.98,1,202,single
11690836,Manhattan,Upper East Side,40.75977,-73.95917,Entire home/apt,180,14,0,,1,0,single
28417682,Queens,Sunnyside,40.73587,-73.92027,Private room,90,1,11,1.1,8,319,professional
19466060,Brooklyn,Bedford-Stuyvesant,40.69343,-73.9371,Private room,35,5,5,0.22,1,0,single
9471997,Manhattan,SoHo,40.72615,-74.00225,Entire home/apt,100,4,1,0.02,1,0,single
28259702,Manhattan,Washington Heights,40.8453,-73.93795,Private room,52,5,11,1.1,2,310,casual
25101192,Manhattan,Harlem,40.82675,-73.9463,Private room,100,2,42,3.51,1,109,single
15733832,Brooklyn,Bedford-Stuyvesant,40.68955,-73.95117,Private room,59,2,195,6.01,3,40,casual
16625310,Brooklyn,Bedford-Stuyvesant,40.6849,-73.9289,Private room,29,1,0,,1,0,single
5219488,Manhattan,Upper East Side,40.76802,-73.95653,Entire home/apt,150,4,10,0.19,1,0,single
12626663,Manhattan,Harlem,40.80854,-73.94305,Entire home/apt,125,7,1,0.03,1,0,single
28250925,Brooklyn,Prospect Heights,40.67852,-73.97308,Private room,75,2,11,1.24,2,1,casual
12168212,Brooklyn,Cypress Hills,40.68202,-73.88943,Entire home/apt,79,1,130,3.48,2,258,casual
19246662,Manhattan,Morningside Heights,40.80908,-73.95858,Entire home/apt,150,3,81,3.24,1,282,single
18670480,Brooklyn,Bedford-Stuyvesant,40.68988,-73.94137,Entire home/apt,116,2,0,,1,0,single
3344815,Brooklyn,Bushwick,40.69893,-73.91549,Private room,46,2,55,1.24,1,346,single
3605524,Manhattan,Kips Bay,40.74173,-73.97906,Entire home/apt,120,3,116,1.95,1,261,single
22322326,Manhattan,Hell's Kitchen,40.76384,-73.99309,Private room,65,1,4,0.94,2,153,casual
4629726,Queens,Kew Gardens,40.70705,-73.83346,Entire home/apt,100,2,1,0.02,1,0,single
4295733,Brooklyn,East Flatbush,40.64768,-73.95138,Private room,45,1,5,0.27,1,0,single
18790004,Manhattan,East Village,40.72791,-73.98929,Entire home/apt,150,10,5,0.24,1,0,single
6398715,Queens,Ditmars Steinway,40.77915,-73.90902,Private room,46,7,0,,1,0,single
34321465,Brooklyn,Williamsburg,40.71108,-73.95988,Entire home/apt,180,2,0,,2,10,casual
29383020,Manhattan,Morningside Heights,40.81454,-73.96086,Private room,98,1,51,5.86,4,56,casual
26538746,Manhattan,Upper East Side,40.77537,-73.95556,Entire home/apt,120,5,1,0.08,1,0,single
769175,Manhattan,Washington Heights,40.83556,-73.94609,Private room,65,30,1,0.04,1,249,single
32876527,Brooklyn,Borough Park,40.62688,-73.99795,Shared room,50,3,1,0.25,1,177,single
32354513,Brooklyn,Bedford-Stuyvesant,40.68396,-73.95267,Entire home/apt,90,1,14,3.09,5,85,casual
7127684,Brooklyn,Bushwick,40.69683,-73.92372,Private room,50,2,0,,1,0,single
26003692,Bronx,Wakefield,40.88723,-73.86351,Private room,45,1,4,0.31,1,365,single
21356649,Brooklyn,Bedford-Stuyvesant,40.69369,-73.94214,Private room,60,3,0,,2,89,casual
23463017,Manhattan,Harlem,40.80899,-73.94225,Private room,80,4,1,0.06,1,365,single
19188025,Queens,Bayside,40.76304,-73.76948,Entire home/apt,239,5,10,0.46,1,188,single
8204305,Manhattan,Upper West Side,40.77354,-73.98462,Private room,92,2,21,0.46,1,39,single
13389280,Manhattan,Theater District,40.76375,-73.98387,Entire home/apt,257,30,0,,87,364,professional
22353870,Manhattan,Harlem,40.7987,-73.9531,Private room,60,4,1,0.15,1,0,single
8239650,Bronx,Throgs Neck,40.81476,-73.80001,Entire home/apt,325,2,44,2.23,1,153,single
9588196,Brooklyn,Bushwick,40.70641,-73.92158,Private room,70,4,0,,1,0,single
35533939,Manhattan,SoHo,40.72085,-73.99966,Private room,100,1,0,,4,352,casual
26745686,Brooklyn,Bedford-Stuyvesant,40.69271,-73.93943,Private room,123,2,32,2.72,6,251,professional
34656150,Brooklyn,Sunset Park,40.66064,-73.99888,Private room,40,1,4,2.14,2,250,casual
7105709,Manhattan,West Village,40.73894,-74.00067,Entire home/apt,250,2,5,0.1,1,0,single
2940007,Manhattan,Lower East Side,40.71615,-73.98478,Entire home/apt,200,1,10,0.16,1,0,single
18897901,Bronx,Kingsbridge,40.86707,-73.90712,Private room,55,5,3,0.12,2,364,casual
8843681,Brooklyn,Bedford-Stuyvesant,40.68363,-73.94142,Entire home/apt,115,5,28,0.7,2,347,casual
7439512,Brooklyn,Williamsburg,40.71723,-73.96285,Private room,85,1,0,,1,0,single
8042732,Brooklyn,Bedford-Stuyvesant,40.68581,-73.95218,Entire home/apt,125,3,2,0.06,1,0,single
23214729,Brooklyn,Prospect Heights,40.67616,-73.96466,Entire home/apt,69,3,7,0.41,1,0,single
28306536,Brooklyn,East Flatbush,40.65059,-73.94506,Private room,90,3,1,0.11,1,179,single
883306,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,79,2,102,1.41,3,361,casual
30393171,Manhattan,Financial District,40.70887,-74.01446,Entire home/apt,233,30,0,,232,365,professional
14951904,Manhattan,Harlem,40.80171,-73.95871,Private room,60,7,4,0.12,2,0,casual
19189347,Manhattan,Inwood,40.86702,-73.92519,Entire home/apt,110,2,15,0.62,1,161,single
24345718,Manhattan,Hell's Kitchen,40.75781,-73.99751,Private room,175,1,6,0.41,1,365,single
20401541,Manhattan,East Village,40.72311,-73.98161,Entire home/apt,174,2,22,0.98,1,0,single
23859280,Bronx,Kingsbridge,40.87257,-73.9009,Private room,65,1,2,0.21,4,364,casual
32186906,Queens,Sunnyside,40.74603,-73.91458,Entire home/apt,145,1,14,2.9,2,331,casual
6792888,Queens,Sunnyside,40.74589,-73.91956,Entire home/apt,89,5,4,0.09,1,0,single
34196510,Manhattan,Chelsea,40.74948,-73.99506,Private room,199,1,0,,20,189,professional
1352560,Queens,Long Island City,40.74318,-73.95108,Entire home/apt,145,2,30,0.42,1,278,single
13587436,Brooklyn,Crown Heights,40.6789,-73.96242,Entire home/apt,189,4,15,0.41,1,15,single
3711039,Queens,Astoria,40.76977,-73.91596,Shared room,45,2,38,1.6,2,38,casual
9575567,Brooklyn,Flatbush,40.65221,-73.96289,Private room,55,14,5,0.24,2,21,casual
10401534,Manhattan,Greenwich Village,40.73013,-74.00172,Private room,80,1,1,0.02,1,0,single
31085213,Manhattan,Hell's Kitchen,40.756,-73.99783,Private room,209,1,20,3.28,8,53,professional
25288989,Manhattan,East Village,40.72823,-73.98425,Private room,100,1,24,1.79,2,91,casual
19140331,Queens,Arverne,40.58845,-73.79514,Entire home/apt,86,2,23,2.06,1,20,single
25226728,Brooklyn,Greenpoint,40.73507,-73.95229,Entire home/apt,300,7,0,,1,31,single
27100997,Manhattan,Chelsea,40.74309,-73.99535,Private room,115,55,11,1.31,1,204,single
1238285,Brooklyn,Bedford-Stuyvesant,40.68185,-73.94108,Private room,59,3,13,0.26,2,100,casual
29133980,Queens,East Elmhurst,40.76971,-73.87273,Entire home/apt,99,1,34,3.76,1,166,single
35975257,Queens,Sunnyside,40.73681,-73.92024,Private room,80,2,2,2.0,2,188,casual
11144544,Manhattan,Midtown,40.74545,-73.98128,Private room,112,3,1,0.02,1,0,single
270315,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,34,10,16,0.19,3,216,casual
22030831,Queens,Long Island City,40.75135,-73.94281,Entire home/apt,120,3,1,0.16,1,0,single
9935992,Manhattan,Financial District,40.70749,-74.01413,Entire home/apt,169,30,2,0.06,121,364,professional
6117178,Brooklyn,Gowanus,40.66928,-73.99019,Private room,50,5,0,,1,0,single
22339698,Brooklyn,East Flatbush,40.65145,-73.94553,Entire home/apt,120,2,83,4.43,1,346,single
13397316,Manhattan,Hell's Kitchen,40.76413,-73.99301,Entire home/apt,180,2,0,,3,3,casual
14069371,Brooklyn,Cobble Hill,40.68759,-73.99376,Private room,82,1,25,0.7,1,0,single
10137048,Manhattan,Upper West Side,40.7937,-73.9652,Entire home/apt,150,1,0,,1,0,single
11216918,Manhattan,West Village,40.73386,-74.0046,Entire home/apt,199,1,10,0.25,1,0,single
32992674,Brooklyn,Williamsburg,40.71502,-73.95633,Private room,60,5,3,0.99,1,179,single
734749,Manhattan,Upper West Side,40.78361,-73.97645,Entire home/apt,155,181,82,1.07,1,188,single
6356359,Brooklyn,Park Slope,40.67194,-73.97247,Entire home/apt,152,3,1,0.02,1,0,single
26783354,Brooklyn,Bushwick,40.70145,-73.92,Entire home/apt,120,2,10,0.83,1,3,single
13530588,Brooklyn,East Flatbush,40.63292,-73.94569,Private room,80,2,7,0.21,8,189,professional
2613864,Manhattan,Hell's Kitchen,40.76608,-73.99203,Entire home/apt,90,2,1,0.02,1,0,single
13064443,Brooklyn,Brooklyn Heights,40.69218,-73.99124,Entire home/apt,110,2,1,0.03,1,0,single
746983,Manhattan,Harlem,40.81161,-73.94046,Private room,80,3,0,,1,362,single
19501242,Manhattan,Upper West Side,40.78196,-73.97764,Private room,54,1,17,0.69,1,0,single
30964891,Manhattan,Upper East Side,40.77581,-73.95072,Private room,120,2,7,1.11,2,66,casual
17990894,Queens,Jackson Heights,40.75214,-73.8584,Private room,40,4,22,0.86,2,95,casual
19533025,Brooklyn,Midwood,40.61391,-73.95798,Shared room,32,7,2,0.09,4,343,casual
2075453,Brooklyn,Greenpoint,40.72532,-73.93992,Entire home/apt,199,30,8,0.14,52,308,professional
26947531,Queens,Fresh Meadows,40.73751,-73.7839,Entire home/apt,285,2,9,0.78,1,0,single
18668037,Manhattan,Harlem,40.83168,-73.94743,Private room,52,7,0,,1,0,single
10808086,Manhattan,Lower East Side,40.72088,-73.98533,Entire home/apt,200,2,1,0.03,1,0,single
34392081,Brooklyn,Williamsburg,40.71863,-73.9498,Private room,100,1,28,14.0,2,20,casual
18817404,Brooklyn,Greenpoint,40.72528,-73.94467,Private room,125,1,1,0.07,2,0,casual
6244089,Bronx,Mount Hope,40.84819,-73.90648,Entire home/apt,125,2,41,0.81,2,342,casual
1729286,Manhattan,East Harlem,40.79377,-73.9361,Private room,59,14,30,0.43,2,36,casual
28466730,Bronx,Belmont,40.85267,-73.88627,Private room,50,2,51,5.17,1,325,single
32561729,Queens,Long Island City,40.75541,-73.93647,Entire home/apt,120,1,3,0.72,1,0,single
19544766,Manhattan,Upper East Side,40.77608,-73.94364,Entire home/apt,220,30,0,,49,325,professional
26390150,Brooklyn,DUMBO,40.70328,-73.9899,Private room,150,1,1,0.08,1,0,single
13941236,Brooklyn,Bushwick,40.68374,-73.90988,Entire home/apt,100,4,85,2.41,2,107,casual
350168,Brooklyn,Park Slope,40.67725,-73.9821,Entire home/apt,178,30,8,0.1,1,280,single
11153954,Manhattan,East Harlem,40.80586,-73.93861,Entire home/apt,75,5,2,0.05,1,0,single
30477343,Brooklyn,Bushwick,40.70424,-73.92682,Private room,45,4,2,0.28,1,0,single
35121524,Brooklyn,Williamsburg,40.71516,-73.94754,Entire home/apt,300,2,2,2.0,1,77,single
7221446,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93384,Private room,29,3,30,0.65,3,0,casual
13974993,Manhattan,Harlem,40.82097,-73.95473,Private room,45,2,97,2.79,3,101,casual
35580805,Brooklyn,Williamsburg,40.70519,-73.93418,Private room,75,3,1,1.0,3,13,casual
23975246,Brooklyn,Williamsburg,40.70488,-73.94301,Entire home/apt,160,3,4,0.35,2,46,casual
29604741,Manhattan,Upper West Side,40.77873,-73.97845,Entire home/apt,285,7,0,,2,79,casual
1734724,Brooklyn,Williamsburg,40.72076,-73.95614,Entire home/apt,180,30,183,2.63,1,0,single
6806165,Manhattan,Washington Heights,40.8334,-73.93913,Private room,81,2,8,0.16,2,0,casual
14089808,Manhattan,East Harlem,40.78986,-73.94848,Private room,100,3,80,2.26,1,112,single
29683262,Manhattan,East Harlem,40.79018,-73.94014,Private room,78,10,13,1.83,1,68,single
4235620,Queens,Flushing,40.73303,-73.79736,Entire home/apt,100,7,9,0.16,1,268,single
25277640,Brooklyn,Sunset Park,40.66332,-73.99727,Entire home/apt,155,3,26,2.18,1,67,single
6555427,Queens,Ditmars Steinway,40.77209,-73.91096,Private room,50,6,11,0.24,8,358,professional
6899995,Manhattan,East Harlem,40.78968,-73.94202,Private room,80,1,39,0.82,3,306,casual
8698962,Brooklyn,Bedford-Stuyvesant,40.68978,-73.95826,Private room,65,1,1,0.02,2,0,casual
30057380,Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,115,2,1,0.15,1,0,single
30299604,Manhattan,Tribeca,40.71478,-74.01161,Entire home/apt,280,3,4,0.55,1,328,single
13446124,Manhattan,Morningside Heights,40.81353,-73.95878,Private room,76,2,126,3.4,1,12,single
17456705,Manhattan,Hell's Kitchen,40.76654,-73.98812,Private room,98,6,1,0.15,3,8,casual
14966692,Queens,Astoria,40.7609,-73.92516,Entire home/apt,125,5,2,0.06,1,0,single
29733748,Manhattan,Midtown,40.7637,-73.97422,Private room,191,2,5,3.0,11,217,professional
33608666,Manhattan,Chelsea,40.7461,-74.00329,Private room,110,1,10,3.49,2,108,casual
775238,Manhattan,East Village,40.72578,-73.98448,Private room,59,4,12,0.16,1,12,single
26721080,Brooklyn,Williamsburg,40.7073,-73.92776,Private room,20,1,8,0.73,1,1,single
811238,Manhattan,Harlem,40.80586,-73.94642,Entire home/apt,165,7,8,0.1,1,234,single
17710717,Brooklyn,Bedford-Stuyvesant,40.68968,-73.94483,Entire home/apt,100,7,3,0.11,1,0,single
24852364,Manhattan,Midtown,40.75377,-73.97302,Private room,169,2,0,,1,0,single
9574953,Brooklyn,Williamsburg,40.71259,-73.96037,Entire home/apt,200,7,3,0.08,1,216,single
19459142,Manhattan,Kips Bay,40.74072,-73.98133,Private room,100,1,0,,1,0,single
26751201,Queens,Astoria,40.76538,-73.92726,Entire home/apt,150,2,46,3.84,2,121,casual
33098823,Manhattan,Financial District,40.7068,-74.00632,Entire home/apt,195,2,12,3.87,1,24,single
23123189,Brooklyn,Clinton Hill,40.68206,-73.95998,Entire home/apt,173,2,3,0.26,1,0,single
21771502,Manhattan,Chelsea,40.73649,-73.99237,Entire home/apt,200,10,3,0.16,1,0,single
24014307,Manhattan,Washington Heights,40.83432,-73.94457,Private room,48,3,3,0.19,1,0,single
16133543,Brooklyn,Cypress Hills,40.68239,-73.89319,Private room,65,3,22,0.7,1,89,single
27029421,Manhattan,Greenwich Village,40.72674,-73.99673,Entire home/apt,200,3,6,0.55,3,21,casual
14854013,Queens,Sunnyside,40.74473,-73.91334,Entire home/apt,150,2,51,1.48,1,329,single
9876335,Brooklyn,East Flatbush,40.64165,-73.94062,Private room,50,2,32,0.74,4,362,casual
24592583,Manhattan,West Village,40.73608,-73.99997,Entire home/apt,175,3,18,1.28,1,0,single
36023315,Queens,Maspeth,40.72201,-73.90822,Private room,40,1,0,,1,82,single
5806803,Brooklyn,Clinton Hill,40.69439,-73.96484,Private room,65,1,136,5.72,2,11,casual
21897775,Brooklyn,Williamsburg,40.70591,-73.92916,Private room,66,2,48,2.6,2,5,casual
33169141,Queens,East Elmhurst,40.76258,-73.86855,Entire home/apt,95,1,16,4.4,7,81,professional
7002139,Brooklyn,Bushwick,40.68802,-73.91474,Private room,125,2,4,0.19,1,310,single
31106666,Brooklyn,Bedford-Stuyvesant,40.68966,-73.92946,Private room,65,3,5,0.95,4,161,casual
31471169,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93906,Entire home/apt,130,3,6,2.09,1,292,single
29897123,Brooklyn,Crown Heights,40.67355,-73.94567,Entire home/apt,100,2,0,,1,0,single
22121191,Manhattan,East Harlem,40.8066,-73.9408,Private room,85,1,6,0.31,1,0,single
10319419,Manhattan,East Village,40.72156,-73.97902,Private room,90,1,3,0.08,2,0,casual
26834353,Brooklyn,Bedford-Stuyvesant,40.69056,-73.9598,Private room,40,5,1,0.09,1,0,single
18197137,Queens,Jamaica,40.67057,-73.77956,Entire home/apt,80,1,7,0.27,2,304,casual
23092889,Brooklyn,Bushwick,40.70114,-73.91705,Private room,70,2,29,1.71,1,16,single
16586966,Brooklyn,Prospect Heights,40.67915,-73.96913,Entire home/apt,150,2,2,0.11,1,0,single
11198278,Manhattan,Greenwich Village,40.73455,-73.99171,Entire home/apt,245,30,0,,49,364,professional
28414122,Brooklyn,Williamsburg,40.71567,-73.95831,Entire home/apt,207,2,28,3.08,2,271,casual
21610552,Brooklyn,Bushwick,40.70316,-73.91304,Private room,120,2,0,,2,0,casual
28047666,Queens,Ditmars Steinway,40.77224,-73.89295,Private room,220,1,5,0.61,4,346,casual
19312705,Brooklyn,Clinton Hill,40.68664,-73.96286,Entire home/apt,212,5,11,0.46,1,10,single
26514725,Brooklyn,Navy Yard,40.69793,-73.96989,Private room,175,1,11,1.1,2,90,casual
16161888,Brooklyn,Brownsville,40.66041,-73.91562,Entire home/apt,129,2,73,2.34,1,82,single
19034388,Brooklyn,Bushwick,40.69441,-73.90881,Entire home/apt,119,3,12,0.51,4,50,casual
8623370,Queens,Queens Village,40.72001,-73.75402,Entire home/apt,85,2,57,1.26,1,317,single
16213157,Manhattan,Murray Hill,40.75089,-73.98059,Entire home/apt,139,30,2,0.07,31,134,professional
15473730,Queens,Richmond Hill,40.69015,-73.8297,Private room,33,1,20,0.77,1,86,single
34614782,Brooklyn,Williamsburg,40.71912,-73.95727,Entire home/apt,240,3,3,2.0,1,85,single
21934601,Brooklyn,Gowanus,40.67787,-73.98635,Private room,70,2,1,0.05,1,0,single
5410897,Brooklyn,South Slope,40.66832,-73.98754,Entire home/apt,169,30,136,2.7,1,279,single
6820637,Brooklyn,Boerum Hill,40.68724,-73.98596,Entire home/apt,225,2,24,0.49,1,189,single
28253482,Brooklyn,Flatbush,40.64402,-73.96489,Private room,50,1,5,0.53,1,0,single
33831113,Manhattan,Financial District,40.70713,-74.01205,Entire home/apt,255,2,4,1.62,327,215,professional
12431649,Manhattan,Hell's Kitchen,40.76306,-73.99257,Entire home/apt,150,30,3,0.12,31,332,professional
228925,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,Entire home/apt,100,7,63,1.87,1,321,single
28690364,Queens,Flushing,40.75548,-73.81372,Private room,53,2,24,2.61,10,359,professional
1843955,Manhattan,Midtown,40.76129,-73.96869,Entire home/apt,280,3,21,0.34,1,98,single
34932971,Manhattan,Financial District,40.70641,-74.00532,Entire home/apt,137,29,0,,327,361,professional
19470886,Brooklyn,Bedford-Stuyvesant,40.68776,-73.95379,Entire home/apt,60,3,16,0.65,2,5,casual
16374392,Brooklyn,Williamsburg,40.71372,-73.96232,Entire home/apt,120,4,9,0.42,2,291,casual
1329559,Manhattan,Lower East Side,40.71925,-73.99123,Private room,95,1,86,2.87,1,86,single
25142331,Manhattan,Upper West Side,40.78209,-73.97598,Entire home/apt,294,4,34,2.48,1,179,single
36037836,Brooklyn,Williamsburg,40.71096,-73.96575,Private room,95,2,0,,5,211,casual
23876927,Queens,Astoria,40.7577,-73.91639,Private room,50,3,33,2.22,1,282,single
22605114,Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,Private room,58,1,11,1.77,1,345,single
1863930,Brooklyn,Bedford-Stuyvesant,40.68864,-73.94166,Entire home/apt,120,1,93,1.51,1,0,single
22032605,Brooklyn,Midwood,40.61609,-73.95893,Private room,35,1,2,0.11,1,0,single
