id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,Yearly_availability,host_type
6649555,Manhattan,West Village,40.73592,-74.00492,Entire home/apt,169,4,11,0.22,1,0,single
31075624,Brooklyn,Bedford-Stuyvesant,40.69162,-73.95435,Private room,80,2,9,1.48,2,0,casual
256369,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2.31,1,288,single
35907876,Manhattan,East Village,40.73085,-73.9837,Entire home/apt,315,5,2,2.0,1,249,single
30739988,Manhattan,Midtown,40.75816,-73.97004,Entire home/apt,149,2,3,0.46,1,0,single
32241142,Manhattan,Financial District,40.70766,-74.01074,Entire home/apt,214,2,3,1.23,327,333,professional
17865806,Queens,Jamaica,40.67414,-73.76454,Private room,50,7,14,0.5,2,0,casual
13544023,Manhattan,Midtown,40.75726,-73.96177,Entire home/apt,220,30,0,,87,188,professional
29304334,Manhattan,Harlem,40.81954,-73.94713,Private room,85,1,22,2.53,1,232,single
20860184,Manhattan,Chelsea,40.74821,-74.0018,Private room,95,1,17,0.78,1,0,single
2314553,Brooklyn,Greenpoint,40.72727,-73.93986,Entire home/apt,129,30,3,0.08,52,365,professional
26811414,Brooklyn,Windsor Terrace,40.65251,-73.97598,Entire home/apt,145,3,3,0.26,1,69,single
11847204,Manhattan,East Village,40.73065,-73.9886,Entire home/apt,140,2,4,0.1,3,0,casual
14141050,Brooklyn,Windsor Terrace,40.65544,-73.97491,Private room,130,2,4,0.11,1,0,single
29517540,Brooklyn,Flatbush,40.6458,-73.95392,Private room,60,1,54,6.78,1,317,single
35994980,Manhattan,East Harlem,40.79584,-73.94747,Private room,75,5,1,1.0,1,291,single
22000019,Brooklyn,Bedford-Stuyvesant,40.68507,-73.92612,Private room,75,2,20,1.08,1,0,single
31090684,Brooklyn,Bushwick,40.70304,-73.91694,Private room,60,1,21,3.35,3,78,casual
30351642,Manhattan,Harlem,40.81443,-73.95688,Private room,70,6,1,0.16,1,13,single
35610360,Manhattan,Upper West Side,40.7846,-73.97636,Private room,90,3,0,,2,24,casual
7933896,Manhattan,Two Bridges,40.71106,-73.99576,Entire home/apt,122,1,0,,1,0,single
30157535,Manhattan,Upper East Side,40.77066,-73.94993,Entire home/apt,140,5,24,3.35,1,48,single
8609130,Manhattan,SoHo,40.72214,-73.99793,Entire home/apt,150,2,89,1.94,1,55,single
19193139,Manhattan,Harlem,40.82669,-73.94827,Entire home/apt,95,5,9,0.38,1,0,single
34513343,Bronx,Longwood,40.82756,-73.8871,Private room,70,1,6,2.95,2,89,casual
1745358,Manhattan,Hell's Kitchen,40.765,-73.98904,Entire home/apt,109,2,26,0.49,1,139,single
15529336,Manhattan,Lower East Side,40.71546,-73.98907,Private room,120,6,3,0.09,1,0,single
11841709,Brooklyn,Prospect-Lefferts Gardens,40.66146,-73.95081,Entire home/apt,165,1,19,0.8,1,0,single
34904143,Queens,Rego Park,40.72582,-73.86572,Private room,85,1,3,3.0,10,112,professional
22190967,Manhattan,Murray Hill,40.74763,-73.97316,Private room,85,9,5,0.27,1,86,single
19532789,Brooklyn,Bedford-Stuyvesant,40.68268,-73.94548,Entire home/apt,95,4,33,1.4,1,199,single
1110195,Brooklyn,Bedford-Stuyvesant,40.68068,-73.9535,Private room,80,2,44,0.62,1,159,single
27014758,Brooklyn,Bedford-Stuyvesant,40.68944,-73.95089,Private room,50,7,1,0.12,1,0,single
4125398,Manhattan,Upper West Side,40.78732,-73.97489,Private room,100,1,10,0.21,1,0,single
19175513,Brooklyn,Windsor Terrace,40.65991,-73.983,Private room,89,3,9,0.4,1,0,single
35183293,Brooklyn,South Slope,40.6611,-73.98446,Entire home/apt,165,3,2,2.0,2,346,casual
16029127,Manhattan,Midtown,40.75246,-73.97356,Entire home/apt,198,2,27,0.88,13,246,professional
24834058,Queens,South Ozone Park,40.66872,-73.79417,Private room,48,3,15,1.18,2,365,casual
29898560,Brooklyn,Carroll Gardens,40.68425,-73.99464,Entire home/apt,200,1,0,,1,250,single
22848599,Brooklyn,Bedford-Stuyvesant,40.67685,-73.91499,Private room,50,3,20,1.15,6,178,professional
5661603,Brooklyn,Park Slope,40.67812,-73.97353,Entire home/apt,150,6,1,0.09,1,209,single
22699919,Brooklyn,Bedford-Stuyvesant,40.68422,-73.95907,Private room,42,7,2,0.11,1,0,single
4082357,Brooklyn,Greenpoint,40.72631,-73.94127,Private room,36,14,18,0.34,1,0,single
16519154,Brooklyn,Williamsburg,40.71013,-73.96517,Entire home/apt,175,5,6,0.21,1,0,single
7429161,Brooklyn,Flatbush,40.64213,-73.95298,Private room,180,1,22,0.5,2,89,casual
13216246,Brooklyn,Greenpoint,40.72217,-73.948,Private room,75,1,55,1.46,1,0,single
15005115,Manhattan,Civic Center,40.71342,-73.99929,Entire home/apt,150,2,8,0.23,1,58,single
13769969,Brooklyn,Greenpoint,40.72249,-73.94776,Private room,50,5,3,0.08,1,0,single
24372429,Brooklyn,Bushwick,40.68652,-73.91212,Entire home/apt,99,2,71,4.8,1,140,single
30182093,Manhattan,Chelsea,40.74057,-73.99908,Entire home/apt,200,5,0,,1,0,single
28286101,Manhattan,Hell's Kitchen,40.76561,-73.98387,Private room,99,1,62,6.55,5,351,casual
14168034,Brooklyn,South Slope,40.66548,-73.98025,Entire home/apt,151,2,0,,1,0,single
858695,Bronx,Mount Eden,40.84058,-73.91382,Private room,30,2,291,3.69,1,208,single
25582365,Manhattan,Washington Heights,40.8522,-73.93456,Entire home/apt,100,1,1,0.07,1,0,single
1108309,Brooklyn,Sheepshead Bay,40.58408,-73.94122,Entire home/apt,85,4,72,0.97,2,360,casual
3303382,Manhattan,Harlem,40.82888,-73.94997,Entire home/apt,145,4,115,1.9,2,262,casual
32886967,Queens,Ditmars Steinway,40.77558,-73.90941,Private room,50,3,13,3.71,2,220,casual
580323,Manhattan,East Harlem,40.78837,-73.94628,Private room,75,2,51,0.61,1,77,single
16230640,Manhattan,Upper West Side,40.78513,-73.97737,Private room,75,2,3,0.1,1,0,single
35717409,Queens,Sunnyside,40.73913,-73.92692,Shared room,30,3,0,,12,359,professional
9022913,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93228,Private room,249,3,5,0.45,3,360,casual
7180335,Brooklyn,Bushwick,40.69765,-73.93334,Private room,35,5,1,0.16,3,0,casual
8224368,Brooklyn,Bushwick,40.7043,-73.92719,Private room,120,2,78,1.79,1,206,single
2835159,Manhattan,Midtown,40.75546,-73.96762,Entire home/apt,240,1,1,0.02,1,0,single
29632875,Brooklyn,Williamsburg,40.71867,-73.95162,Private room,75,1,3,0.37,1,0,single
30554660,Brooklyn,Bedford-Stuyvesant,40.68548,-73.95679,Private room,45,30,0,,11,354,professional
13615840,Manhattan,Upper East Side,40.76873,-73.95464,Entire home/apt,113,7,1,0.03,1,0,single
8269241,Brooklyn,Crown Heights,40.67073,-73.91799,Private room,39,1,62,1.34,10,159,professional
5725154,Brooklyn,Downtown Brooklyn,40.68927,-73.98423,Entire home/apt,150,1,2,0.04,1,0,single
3860899,Brooklyn,Williamsburg,40.70684,-73.94227,Private room,60,1,0,,1,0,single
30161645,Manhattan,Hell's Kitchen,40.7552,-73.99672,Private room,179,1,10,1.36,30,175,professional
24857723,Manhattan,East Village,40.7292,-73.98491,Entire home/apt,149,3,0,,1,0,single
13540817,Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,0.07,87,341,professional
23002371,Manhattan,East Village,40.73123,-73.98655,Private room,90,14,0,,1,0,single
20650417,Brooklyn,Williamsburg,40.71194,-73.94892,Private room,150,2,0,,1,0,single
18691084,Brooklyn,Williamsburg,40.7107,-73.94295,Private room,65,7,1,0.05,1,0,single
35867138,Manhattan,East Harlem,40.78672,-73.9488,Entire home/apt,180,30,0,,2,341,casual
30675435,Manhattan,Hell's Kitchen,40.75641,-73.9971,Private room,209,1,25,3.49,8,84,professional
2461540,Queens,Astoria,40.75799,-73.92006,Private room,75,7,186,2.93,1,193,single
12644989,Manhattan,Upper West Side,40.79376,-73.96734,Entire home/apt,185,2,10,0.26,1,0,single
33505047,Manhattan,Harlem,40.82004,-73.94622,Private room,70,2,5,1.65,1,1,single
26996673,Brooklyn,Windsor Terrace,40.653,-73.97717,Entire home/apt,120,7,0,,2,0,casual
29929095,Queens,Jamaica,40.67748,-73.76376,Entire home/apt,100,1,12,1.69,1,161,single
752289,Manhattan,Greenwich Village,40.72863,-74.00137,Entire home/apt,200,4,11,0.14,1,259,single
19049579,Manhattan,Upper West Side,40.7951,-73.96675,Entire home/apt,165,2,8,0.33,1,0,single
31405515,Queens,Corona,40.74071,-73.86687,Private room,40,2,5,1.15,6,306,professional
7332196,Manhattan,Harlem,40.81024,-73.9525,Private room,95,1,10,0.21,1,0,single
3950114,Queens,Astoria,40.76957,-73.91502,Private room,65,2,16,0.27,1,302,single
31884029,Brooklyn,Park Slope,40.67042,-73.98508,Private room,50,5,0,,1,0,single
33728093,Manhattan,Theater District,40.75943,-73.98675,Entire home/apt,271,30,0,,232,316,professional
29079912,Queens,Astoria,40.76172,-73.92098,Private room,100,3,2,0.94,1,364,single
7461720,Brooklyn,Prospect Heights,40.68024,-73.96658,Private room,89,1,213,4.42,2,38,casual
5523654,Manhattan,Harlem,40.81777,-73.95753,Entire home/apt,80,5,2,0.06,1,0,single
21979566,Manhattan,Civic Center,40.71237,-74.00747,Entire home/apt,100,2,3,0.46,1,0,single
21191546,Brooklyn,Bedford-Stuyvesant,40.68747,-73.92879,Entire home/apt,189,3,77,3.66,1,17,single
35518765,Manhattan,Nolita,40.72037,-73.99454,Entire home/apt,179,2,0,,1,311,single
18201247,Manhattan,East Village,40.73218,-73.98815,Entire home/apt,285,30,0,,49,364,professional
17073231,Brooklyn,Greenpoint,40.73714,-73.95333,Private room,55,2,62,2.11,3,0,casual
34907584,Manhattan,Washington Heights,40.83903,-73.94588,Entire home/apt,125,2,2,1.4,1,321,single
1844705,Brooklyn,Boerum Hill,40.68897,-73.98765,Private room,89,90,47,0.73,1,365,single
33658071,Brooklyn,Bedford-Stuyvesant,40.68466,-73.91716,Entire home/apt,130,2,10,5.36,1,262,single
20973084,Manhattan,Harlem,40.82876,-73.94538,Private room,38,8,20,0.97,1,26,single
10901062,Brooklyn,Windsor Terrace,40.65636,-73.97945,Entire home/apt,150,4,1,0.03,3,0,casual
13816385,Brooklyn,Bushwick,40.69425,-73.92781,Private room,44,1,157,4.52,7,61,professional
7320353,Brooklyn,Crown Heights,40.67047,-73.95372,Private room,100,1,2,0.04,2,365,casual
36147589,Queens,Sunnyside,40.73769,-73.92441,Private room,60,28,0,,1,330,single
2191612,Manhattan,Hell's Kitchen,40.76293,-73.98981,Entire home/apt,150,5,9,0.15,1,6,single
19554164,Manhattan,East Village,40.73075,-73.98636,Private room,80,1,4,0.16,1,0,single
31561218,Manhattan,East Harlem,40.7961,-73.94791,Private room,109,1,2,0.44,6,0,professional
2876055,Brooklyn,Williamsburg,40.71376,-73.94239,Private room,100,21,62,1.22,2,96,casual
28313234,Manhattan,Harlem,40.8224,-73.94136,Private room,70,3,17,1.71,4,230,casual
27929993,Manhattan,Hell's Kitchen,40.76383,-73.98922,Entire home/apt,280,2,28,2.83,1,147,single
29074124,Manhattan,Hell's Kitchen,40.76108,-73.99358,Private room,100,1,15,1.74,1,27,single
24260464,Brooklyn,East Flatbush,40.65185,-73.94555,Private room,45,45,5,0.38,2,155,casual
400466,Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.96237,Entire home/apt,90,30,32,0.37,1,50,single
25213872,Brooklyn,Bensonhurst,40.61006,-73.99902,Private room,37,4,52,3.94,1,70,single
21936288,Queens,Elmhurst,40.74361,-73.87732,Private room,30,1,15,0.77,1,249,single
36175721,Queens,Rockaway Beach,40.58967,-73.81351,Entire home/apt,129,1,0,,3,172,casual
28463327,Brooklyn,Flatlands,40.6211,-73.92651,Private room,37,2,28,2.84,2,38,casual
11272815,Brooklyn,Williamsburg,40.70346,-73.93523,Private room,40,5,0,,1,0,single
35160406,Brooklyn,East Flatbush,40.63344,-73.94068,Entire home/apt,86,1,2,1.58,1,360,single
1166398,Brooklyn,Bushwick,40.69814,-73.92996,Entire home/apt,99,30,13,0.25,2,280,casual
3258197,Manhattan,Upper East Side,40.76866,-73.95553,Entire home/apt,16,2,21,1.69,1,9,single
21964596,Brooklyn,Bushwick,40.69077,-73.9133,Entire home/apt,60,2,20,1.13,1,6,single
1486099,Brooklyn,Greenpoint,40.72267,-73.94362,Entire home/apt,149,30,9,0.13,52,343,professional
34943881,Manhattan,Washington Heights,40.85873,-73.92937,Private room,32,7,0,,1,0,single
27248443,Queens,Ditmars Steinway,40.77309,-73.89256,Private room,85,1,41,3.66,4,349,casual
33505762,Bronx,Port Morris,40.80074,-73.91574,Private room,50,3,2,0.81,1,350,single
4000579,Brooklyn,Clinton Hill,40.68329,-73.9609,Entire home/apt,157,4,3,0.05,1,0,single
10088636,Manhattan,Harlem,40.82232,-73.95696,Private room,60,1,219,5.95,3,280,casual
34908806,Brooklyn,Williamsburg,40.7132,-73.96441,Entire home/apt,155,4,1,1.0,1,0,single
4828336,Brooklyn,Bedford-Stuyvesant,40.68515,-73.91981,Entire home/apt,130,14,33,0.72,1,105,single
34620880,Manhattan,Upper West Side,40.77221,-73.98085,Private room,92,10,0,,1,0,single
29231873,Manhattan,Lower East Side,40.71271,-73.99084,Private room,150,3,9,1.11,3,219,casual
10674836,Manhattan,East Village,40.73058,-73.98286,Private room,39,1,4,0.1,1,0,single
33995462,Bronx,Belmont,40.85398,-73.88737,Shared room,49,1,2,0.94,2,358,casual
8341669,Manhattan,Upper West Side,40.79061,-73.97335,Entire home/apt,215,5,1,0.02,1,0,single
27281341,Manhattan,Kips Bay,40.74324,-73.97224,Entire home/apt,184,29,0,,96,7,professional
34967524,Queens,Jackson Heights,40.75277,-73.88356,Private room,60,20,0,,1,175,single
31697123,Brooklyn,East New York,40.66996,-73.87637,Entire home/apt,85,1,43,7.87,1,161,single
3645284,Manhattan,Upper East Side,40.76043,-73.95992,Entire home/apt,160,30,15,0.25,39,333,professional
13503251,Queens,Woodside,40.74428,-73.90898,Private room,65,1,18,1.11,1,278,single
26496075,Brooklyn,Crown Heights,40.67478,-73.94418,Private room,45,2,25,2.05,1,0,single
169002,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,0.43,2,59,casual
24186326,Manhattan,Battery Park City,40.71085,-74.0158,Entire home/apt,158,2,20,1.34,1,2,single
10118660,Manhattan,Nolita,40.72288,-73.99466,Private room,124,1,19,0.46,8,0,professional
25443451,Manhattan,Tribeca,40.71725,-74.00524,Entire home/apt,300,3,2,0.17,1,108,single
1462341,Manhattan,Hell's Kitchen,40.76582,-73.99468,Entire home/apt,300,2,23,0.32,1,365,single
9612938,Manhattan,Washington Heights,40.83549,-73.93968,Entire home/apt,120,3,10,0.7,2,244,casual
24098320,Brooklyn,Bedford-Stuyvesant,40.69292,-73.94326,Private room,90,3,54,3.68,1,69,single
32955144,Manhattan,Kips Bay,40.73867,-73.98039,Entire home/apt,55,4,0,,1,8,single
35486014,Brooklyn,Bushwick,40.69935,-73.93889,Private room,63,30,0,,14,311,professional
36273985,Queens,Long Island City,40.74893,-73.93755,Entire home/apt,180,1,0,,1,60,single
24700919,Brooklyn,Bushwick,40.68161,-73.90717,Entire home/apt,125,2,41,2.87,1,168,single
21295182,Manhattan,Upper West Side,40.76913,-73.986,Entire home/apt,175,4,0,,2,0,casual
18913001,Manhattan,Inwood,40.86739,-73.92,Entire home/apt,78,4,7,0.29,1,0,single
7547439,Manhattan,East Village,40.72962,-73.98932,Private room,78,16,9,0.19,1,23,single
9146595,Brooklyn,Bedford-Stuyvesant,40.68984,-73.92703,Entire home/apt,115,1,131,2.92,1,241,single
18753406,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,0.65,2,208,casual
14016202,Manhattan,East Village,40.72383,-73.98289,Private room,120,2,0,,1,0,single
3334361,Brooklyn,Prospect-Lefferts Gardens,40.65752,-73.95728,Entire home/apt,92,5,192,3.14,2,281,casual
22100318,Manhattan,Washington Heights,40.85084,-73.93905,Entire home/apt,200,5,3,0.26,1,30,single
13169806,Manhattan,Chelsea,40.74729,-74.00244,Entire home/apt,154,2,23,0.62,1,4,single
1461873,Brooklyn,Prospect Heights,40.6762,-73.96671,Private room,68,3,11,0.33,2,187,casual
36139960,Manhattan,Hell's Kitchen,40.76054,-73.99936,Private room,150,2,0,,1,11,single
9373167,Manhattan,East Village,40.72502,-73.97835,Private room,110,2,2,0.06,2,188,casual
17040990,Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,126,1,0,,1,26,single
8269681,Manhattan,East Harlem,40.78987,-73.94883,Private room,75,2,13,0.28,2,325,casual
8033860,Manhattan,Washington Heights,40.85563,-73.93509,Entire home/apt,74,1,3,0.07,1,0,single
33429773,Manhattan,SoHo,40.72506,-74.00876,Entire home/apt,230,3,2,0.82,1,0,single
2695469,Manhattan,Hell's Kitchen,40.76479,-73.98455,Entire home/apt,99,30,8,0.14,8,107,professional
34944389,Brooklyn,Crown Heights,40.67068,-73.95464,Entire home/apt,145,1,0,,1,66,single
26784269,Brooklyn,Bedford-Stuyvesant,40.68393,-73.9553,Private room,75,3,49,4.18,1,71,single
20356506,Manhattan,Hell's Kitchen,40.7658,-73.99087,Entire home/apt,139,2,121,5.35,1,82,single
16628617,Manhattan,Hell's Kitchen,40.76585,-73.98507,Entire home/apt,175,3,15,0.57,2,0,casual
11065633,Manhattan,Gramercy,40.73788,-73.98103,Private room,150,1,2,0.05,1,0,single
34091327,Manhattan,Hell's Kitchen,40.76512,-73.98674,Entire home/apt,240,1,0,,5,365,casual
449130,Manhattan,Harlem,40.8179,-73.94319,Private room,94,1,95,1.09,1,18,single
35860425,Manhattan,Greenwich Village,40.73054,-74.00061,Entire home/apt,323,1,5,5.0,1,185,single
13432549,Manhattan,Chinatown,40.71377,-73.99464,Private room,125,1,0,,1,0,single
4183424,Manhattan,West Village,40.73314,-74.00475,Entire home/apt,145,3,11,0.34,1,0,single
726465,Brooklyn,Williamsburg,40.71927,-73.95591,Private room,129,2,129,1.67,3,36,casual
34033950,Manhattan,East Village,40.72388,-73.97902,Entire home/apt,245,30,0,,1,16,single
27507299,Brooklyn,Prospect Heights,40.6814,-73.96584,Entire home/apt,91,5,2,0.21,1,0,single
22796694,Manhattan,Harlem,40.81376,-73.95354,Private room,69,2,4,0.29,11,180,professional
20978416,Manhattan,East Village,40.7301,-73.98841,Entire home/apt,199,2,30,1.41,1,34,single
19317834,Brooklyn,East Flatbush,40.64041,-73.95133,Entire home/apt,97,2,21,0.85,1,0,single
24541899,Manhattan,Harlem,40.80565,-73.95197,Private room,100,2,73,4.98,2,68,casual
4270683,Queens,Astoria,40.76386,-73.91002,Entire home/apt,110,3,3,0.05,1,342,single
19488192,Brooklyn,Williamsburg,40.71619,-73.96126,Private room,80,3,5,0.36,1,13,single
31803703,Brooklyn,Cobble Hill,40.68846,-73.99557,Entire home/apt,250,2,19,3.63,1,295,single
28931117,Manhattan,Hell's Kitchen,40.75927,-73.9939,Entire home/apt,151,7,3,0.33,1,0,single
30326645,Bronx,Edenwald,40.88229,-73.84295,Private room,80,1,0,,1,365,single
398281,Manhattan,Upper East Side,40.78521,-73.95489,Entire home/apt,200,7,30,0.34,1,224,single
16274520,Manhattan,Nolita,40.72382,-73.99335,Private room,100,3,1,0.03,1,0,single
33039061,Queens,Ridgewood,40.70103,-73.91018,Private room,80,2,9,3.1,1,53,single
35166942,Brooklyn,Bedford-Stuyvesant,40.68179,-73.95235,Private room,67,30,0,,1,43,single
31535692,Brooklyn,South Slope,40.66716,-73.98335,Entire home/apt,100,1,9,1.74,1,0,single
19946965,Manhattan,Upper West Side,40.79982,-73.96411,Private room,89,4,1,0.04,1,0,single
36034181,Brooklyn,Sunset Park,40.65625,-74.0038,Private room,75,2,1,1.0,2,311,casual
34490359,Manhattan,Midtown,40.75449,-73.98737,Private room,100,1,0,,13,312,professional
637504,Queens,Sunnyside,40.73607,-73.92439,Private room,52,3,1,0.08,1,0,single
13640690,Manhattan,Hell's Kitchen,40.76751,-73.98483,Entire home/apt,134,1,24,0.65,1,0,single
7074232,Brooklyn,Bedford-Stuyvesant,40.68358,-73.95282,Entire home/apt,120,2,0,,1,0,single
20968046,Queens,Astoria,40.75633,-73.92777,Private room,70,3,5,0.24,1,0,single
292047,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,209,2.38,1,236,single
32222756,Bronx,Kingsbridge,40.88316,-73.90586,Private room,30,4,8,1.76,2,0,casual
14085389,Manhattan,Hell's Kitchen,40.76738,-73.98743,Private room,61,30,3,0.1,4,180,casual
12723066,Manhattan,Midtown,40.7503,-73.98144,Entire home/apt,184,30,9,0.25,14,332,professional
21326923,Queens,Flushing,40.74652,-73.82873,Private room,40,3,3,3.0,1,66,single
1958765,Brooklyn,Williamsburg,40.71688,-73.94584,Entire home/apt,250,2,88,1.31,1,223,single
14588156,Brooklyn,Crown Heights,40.67275,-73.94555,Entire home/apt,110,4,75,2.26,1,48,single
16308331,Brooklyn,Greenpoint,40.725,-73.94633,Private room,63,1,10,0.32,1,0,single
24970982,Brooklyn,Carroll Gardens,40.68352,-73.9999,Entire home/apt,150,2,37,2.93,1,100,single
32225188,Manhattan,Financial District,40.70644,-74.01214,Entire home/apt,231,2,7,1.69,327,347,professional
9973680,Brooklyn,Williamsburg,40.70986,-73.95927,Private room,55,7,1,0.02,1,0,single
8389259,Manhattan,Upper East Side,40.76436,-73.96471,Entire home/apt,300,4,7,0.16,1,188,single
22360577,Brooklyn,Williamsburg,40.71251,-73.94148,Private room,70,1,1,0.05,1,0,single
19532157,Manhattan,Upper East Side,40.76959,-73.95338,Private room,75,3,17,0.74,1,0,single
13960907,Brooklyn,Williamsburg,40.71576,-73.95586,Private room,70,2,3,0.08,1,0,single
391955,Brooklyn,Columbia St,40.68636,-74.00345,Entire home/apt,159,2,106,1.22,1,34,single
19622700,Manhattan,Upper West Side,40.78526,-73.97633,Private room,175,1,8,0.35,2,90,casual
14838160,Brooklyn,Fort Greene,40.69218,-73.97138,Private room,65,4,48,1.38,3,0,casual
33038003,Queens,East Elmhurst,40.76362,-73.88163,Private room,35,1,3,0.78,4,150,casual
35990312,Queens,Ditmars Steinway,40.77674,-73.91031,Entire home/apt,190,4,0,,1,152,single
28050688,Brooklyn,Williamsburg,40.70612,-73.92725,Private room,75,2,6,0.61,1,0,single
23583435,Queens,Long Island City,40.76044,-73.92955,Entire home/apt,200,1,54,3.38,2,338,casual
30489379,Brooklyn,Bedford-Stuyvesant,40.68622,-73.92639,Shared room,19,30,1,0.17,2,339,casual
4677654,Brooklyn,Bushwick,40.68348,-73.90817,Private room,37,30,6,0.11,5,333,casual
21531318,Queens,Flushing,40.76573,-73.82822,Private room,85,1,12,0.74,1,171,single
35754565,Brooklyn,Crown Heights,40.67631,-73.92912,Private room,58,1,2,2.0,3,363,casual
1411811,Manhattan,West Village,40.73078,-74.00282,Entire home/apt,210,2,140,2.1,5,319,casual
18023847,Brooklyn,Crown Heights,40.67694,-73.95462,Private room,88,2,55,2.07,1,282,single
34507958,Manhattan,Upper East Side,40.76622,-73.95295,Entire home/apt,200,1,10,5.08,1,280,single
28312904,Manhattan,Upper East Side,40.78132,-73.95148,Entire home/apt,59,1,4,0.44,2,24,casual
30697032,Brooklyn,Greenpoint,40.72402,-73.94949,Private room,75,3,2,2.0,3,0,casual
6835487,Manhattan,Lower East Side,40.71966,-73.98166,Entire home/apt,215,14,1,0.02,1,0,single
24279771,Manhattan,Hell's Kitchen,40.76008,-73.98846,Entire home/apt,299,2,41,2.79,5,169,casual
29453268,Manhattan,East Village,40.72877,-73.98938,Entire home/apt,140,31,0,,1,0,single
21467409,Brooklyn,Park Slope,40.67643,-73.97824,Entire home/apt,105,7,7,0.36,1,0,single
20983319,Queens,Richmond Hill,40.69002,-73.83688,Private room,85,3,0,,1,88,single
29686875,Manhattan,Washington Heights,40.84726,-73.93866,Entire home/apt,90,1,15,1.87,1,170,single
16873148,Queens,Maspeth,40.73147,-73.89486,Entire home/apt,175,1,60,3.05,1,317,single
22849615,Queens,Astoria,40.75639,-73.91619,Private room,50,25,5,0.33,3,155,casual
29328939,Brooklyn,Bedford-Stuyvesant,40.69397,-73.94921,Private room,70,2,26,3.06,4,339,casual
33796992,Brooklyn,Williamsburg,40.71554,-73.96225,Entire home/apt,129,2,0,,1,25,single
6249465,Manhattan,Morningside Heights,40.80461,-73.96401,Private room,60,1,0,,1,0,single
21148292,Manhattan,Upper East Side,40.77057,-73.95759,Entire home/apt,159,30,1,0.05,87,344,professional
26776819,Manhattan,Hell's Kitchen,40.76187,-73.98984,Private room,110,1,54,4.84,12,251,professional
19617695,Manhattan,Upper East Side,40.78185,-73.9474,Entire home/apt,150,2,3,0.12,1,0,single
21577679,Manhattan,Upper West Side,40.78737,-73.97293,Entire home/apt,145,3,75,3.73,1,110,single
11604307,Brooklyn,Bedford-Stuyvesant,40.68023,-73.93586,Private room,80,2,77,1.91,3,12,casual
13768719,Manhattan,West Village,40.73316,-74.00183,Entire home/apt,230,2,9,0.25,1,0,single
35880079,Brooklyn,Williamsburg,40.7142,-73.96161,Private room,75,2,0,,1,282,single
9453245,Bronx,Belmont,40.85487,-73.88711,Private room,70,7,0,,1,0,single
19998620,Queens,Flushing,40.75553,-73.83307,Entire home/apt,39,1,2,0.08,1,0,single
14843464,Brooklyn,Greenpoint,40.72043,-73.94253,Entire home/apt,80,30,8,0.26,8,152,professional
15099149,Brooklyn,Sunset Park,40.66303,-73.99431,Private room,75,10,13,0.4,2,302,casual
14711796,Manhattan,Financial District,40.70483,-74.01545,Entire home/apt,180,4,17,0.67,1,203,single
4846199,Brooklyn,Boerum Hill,40.68896,-73.98961,Entire home/apt,110,5,2,0.04,1,0,single
1157036,Brooklyn,Kensington,40.63381,-73.9714,Private room,50,30,10,0.13,1,205,single
9905474,Manhattan,Harlem,40.8235,-73.95139,Entire home/apt,200,2,0,,1,0,single
18397124,Manhattan,Washington Heights,40.84662,-73.93436,Private room,70,1,23,0.87,1,138,single
29281128,Manhattan,Hell's Kitchen,40.75985,-73.99799,Entire home/apt,170,12,1,0.11,1,365,single
28990717,Brooklyn,Gravesend,40.59147,-73.97566,Private room,70,1,1,0.23,1,0,single
28316936,Brooklyn,Williamsburg,40.70874,-73.95237,Private room,63,5,24,2.48,1,7,single
32668900,Manhattan,Chelsea,40.74214,-73.99912,Entire home/apt,200,5,0,,1,9,single
1316961,Brooklyn,Clinton Hill,40.68645,-73.96587,Entire home/apt,160,3,24,0.33,1,365,single
36318339,Brooklyn,Crown Heights,40.67322,-73.95581,Private room,39,1,0,,1,14,single
14524079,Manhattan,Midtown,40.75316,-73.9851,Entire home/apt,189,2,164,4.72,1,206,single
4621213,Manhattan,Upper West Side,40.78604,-73.97363,Entire home/apt,260,2,54,0.98,1,16,single
30503020,Manhattan,Hell's Kitchen,40.76557,-73.98384,Entire home/apt,215,30,0,,96,327,professional
33195320,Manhattan,Harlem,40.8088,-73.94527,Private room,100,1,4,1.6,9,275,professional
26843289,Brooklyn,Brighton Beach,40.58022,-73.9558,Entire home/apt,75,2,48,4.02,1,169,single
4513084,Manhattan,Harlem,40.82624,-73.94527,Entire home/apt,150,30,1,0.03,2,244,casual
15948069,Manhattan,Upper West Side,40.79835,-73.9616,Entire home/apt,240,30,1,0.48,12,211,professional
16498335,Manhattan,Washington Heights,40.85365,-73.93298,Private room,60,15,1,0.03,3,159,casual
17448930,Brooklyn,Williamsburg,40.71447,-73.96234,Entire home/apt,160,7,3,0.12,1,43,single
